Institute,Academic Program Name,Quota,Seat Type,Gender,Opening_R1,Closing_R1,Opening_R2,Closing_R2,Opening_R3,Closing_R3,Opening_R4,Closing_R4,Opening_R5,Closing_R5,Opening_R6,Closing_R6
"National Institute of Technology, Kurukshetra","Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399
"National Institute of Technology, Kurukshetra","Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,64,64,64,64,64,64,64,64,64,64,64,64
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,5450,6121,6121,6334,6121,6334,6121,6334,6121,6334,6734,7442
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),21179,21179,21179,21179,21179,21179,21179,21179,21179,21179,21179,21179
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,10746,14510,13706,14899,13706,15140,13706,15224,13706,15224,13706,15224
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),49456,53194,49456,56629,49456,56629,49456,56629,49456,56629,49456,56629
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,31033,36959,31033,39858,31033,40542,31033,40542,31033,41525,31799,44633
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),9256,9256,9256,9256,9256,9256,9256,9256,9256,9256,9256,9256
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5411,6655,6655,7747,6655,7747,6655,7747,6655,7747,6655,7901
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7540,7540,7685,7685,8257,8257,8257,8257,8257,8257,8605,8605
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4789,4789,4978,4978,4978,4978,4978,4978,4978,4978,5645,5645
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),18444,18444,18940,18940,20519,20519,20519,20519,20519,20519,21133,21133
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9303,12164,12164,12877,12580,13103,12580,13103,12580,13103,13923,14005
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),42545,42545,47430,47430,47430,47430,47430,47430,49994,49994,51883,51883
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,27860,31527,29224,34657,29224,34959,29224,34959,29224,34959,29224,39510
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2071,2071,2564,2564,2564,2564,2564,2564,2564,2564,2564,2564
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9308,9308,9418,9418,9418,9418,9418,9418,9418,9418,9418,9418
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5024,5302,5302,6578,5302,6578,5302,6578,5302,6578,6578,6647
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1899,2087,2087,2806,2087,2806,2087,2806,2087,2806,2087,2806
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),4272,4272,4272,4272,4719,4719,4719,4719,4719,4719,4719,4719
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2695,3115,2695,3115,2695,3115,2695,3115,3115,3138,3115,3138
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),13614,13614,13614,13614,13614,13614,13614,13614,13614,13614,13614,13614
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5723,8327,5723,8327,5723,8327,5723,8327,5723,8849,6854,9853
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),18339,19412,18339,20080,18339,20080,18339,20080,18339,20080,18339,20080
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,14763,19399,14763,19399,14763,19399,14763,19399,16705,19872,16705,20596
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),7980,7980,7980,7980,7980,7980,7980,7980,7980,7980,7980,7980
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3997,4206,4206,4997,4206,4997,4206,4997,4206,4997,4206,5370
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,10849,10849,10849,10849,10849,10849,10849,10849,10849,10849,10849,10849
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1690,1736,1690,1842,1690,1842,1842,1889,1842,1889,1889,2034
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),9470,9891,9470,10092,9470,10092,9470,10092,9470,10092,10092,10385
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3860,4366,3957,4740,3957,4740,3957,4740,3957,4740,3957,4932
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,366,366,366,366,366,366,366,366,366,366,366,366
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),16686,16686,16686,16686,16686,16686,16686,16686,16686,16686,19019,19019
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,9625,11769,11415,12731,11415,12731,11415,12731,11415,13162,12322,13940
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,720,720,720,720,720,720,720,720,720,720,720,720
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3389,4462,3389,4666,3389,4666,3389,4666,3389,4666,4666,5738
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2241,2379,2241,2379,2241,2379,2241,2379,2241,2379,2241,2379
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,491,852,491,852,491,852,491,852,491,852,491,852
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6086,6219,6086,6401,6432,6643,6432,6643,6432,6643,7579,7633
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),21099,21099,21099,21099,21099,21099,21099,21099,21099,21099,21099,21099
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,12679,15804,12679,16239,12743,17607,12743,17735,12743,17857,16008,18056
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),50047,52806,56788,57357,56788,57357,56788,57357,56788,57357,58334,60587
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,23712,40265,39409,43533,39409,43975,39409,43975,39409,43987,39409,48578
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),8128,8128,10661,10661,10661,10661,10661,10661,10661,10661,11745,11745
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4941,7522,7901,8649,7901,8787,7901,8787,7901,8787,8432,8932
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7602,7602,7602,7602,7602,7602,7602,7602,7602,7602,9407,9407
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4714,4717,4714,5139,4714,5139,4714,5139,4714,5139,5139,5170
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16645,16645,16645,16645,16645,16645,16645,16645,16645,16645,16645,16645
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9285,9903,9550,10332,9550,12097,9550,12097,9550,12097,10332,13362
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),36798,41864,41864,46242,41864,46242,41864,46242,41864,47430,41864,47430
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,20285,30100,23191,31642,23191,31642,23191,31642,23191,31642,25750,36123
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7814,7814,7814,7814,7814,7814,7814,7814,7814,7814,7814,7814
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5390,5937,6063,6327,6063,6327,6063,6327,6063,6327,6063,6559
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3770,3770,4343,4343,4343,4343,4343,4343,4343,4343,4343,4343
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2715,2865,2942,3075,2942,3075,2942,3075,3075,3137,3137,3196
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),199827,199827,199827,199827,199827,199827,199827,199827,199827,199827,199827,199827
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,105813,113539,105813,113869,105813,113869,105813,113869,105813,113869,105813,113869
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),287849,287849,287849,287849,287849,287849,287849,287849,287849,287849,287849,287849
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,171740,276080,171740,278552,171740,278552,171740,278552,171740,278552,171740,278552
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),15485,15538,15485,15538,15485,15538,15485,15538,15485,15538,15485,15538
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4057,13738,13860,20621,16298,36133,16298,36133,16298,36133,16298,36133
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7286,7433,8167,8175,8175,8239,8175,8239,8175,8239,8773,8846
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),20751,20751,22810,22810,25125,25125,25591,25591,25591,25591,25591,25591
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,15683,15960,16715,17796,17729,18122,17729,18122,17729,18122,18601,19258
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),60904,61138,68527,68893,69745,69810,70916,71379,70916,71379,76976,77201
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,43865,51493,50055,55838,50055,56880,50055,57385,50055,57385,50055,60323
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7741,7906,8565,8583,9093,9204,9093,9204,9204,9312,9346,9436
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2526,2526,2526,2526,2526,2526,2526,2526,2526,2526,2526,2526
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),99987,99987,99987,99987,99987,99987,99987,99987,99987,99987,99987,99987
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,60099,77255,73862,80694,73862,80694,73862,80694,73862,80694,77255,86358
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),107156,245850,107156,245850,107156,245850,107156,245850,107156,245850,107156,245850
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,48088,166719,62755,195740,62755,195740,62755,195740,62755,195740,62755,215198
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,8880,8880,13407,13407,13407,13407,13407,13407,13407,13407,13407,13407
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),8022,12658,8022,12658,8022,12658,8022,12658,8022,12658,8022,12658
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6384,11938,6384,16331,6384,16331,6384,16331,6384,16331,6384,16331
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7330,7330,7384,7384,7454,7454,7454,7454,7454,7454,7454,7454
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3638,3940,4490,4723,4490,4723,4490,4723,4559,4727,4723,4812
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13710,16397,16604,19469,16604,19469,16604,19469,16604,19469,20312,21026
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7793,9699,8597,11286,9208,11366,9208,11366,9208,11366,9699,11948
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),37538,42334,37690,46638,37690,46638,37690,46638,37690,47354,51368,52490
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,19482,26617,23277,31384,23277,31490,23277,31490,23277,31667,26617,33098
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,876,876,1171,1171,1171,1171,1171,1171,1171,1171,1567,1567
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5554,5554,8876,8876,8876,8876,8876,8876,8876,8876,8876,8876
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3743,4138,4138,4598,4138,4598,4138,4598,4138,4598,4138,4598
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1385,2132,2119,2245,2119,2268,2119,2269,2119,2269,2119,2269
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),229423,229423,256379,256379,280561,280561,461540,461540,461540,461540,461540,461540
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,120244,123381,123381,151916,123381,190897,123381,190897,123381,190897,190897,208717
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),519643,519643,591955,591955,591955,591955,591955,591955,591955,591955,591955,591955
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,143879,312646,143879,326143,143879,326143,143879,326143,143879,326143,143879,346687
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,19945,19945,22263,22263,23241,23241,23241,23241,23241,23241,23241,23241
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,12186,16331,12186,36133,12186,18959,12186,18959,12186,18959,12186,18959
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6042,6047,6323,6770,6323,6770,6323,6770,6323,6770,7112,7175
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),18996,18996,21717,21717,21717,21717,21717,21717,21717,21717,21717,21717
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,12370,12796,12862,15553,12862,15659,12862,15659,12862,15659,15683,16019
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,807,807,1507,1507,,,,,,,,
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),52498,55677,55677,58102,55677,58102,55677,58102,55677,58102,64653,66424
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,25722,42064,40513,44070,40513,44070,40513,44070,42064,44146,43350,50092
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8876,8876,10328,10328,10328,10328,10328,10328,10328,10328,11105,11105
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6549,7256,7256,7408,7256,8088,7256,8088,7256,8088,7256,8088
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2754,2754
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,81225,87348,125558,138696,125558,149402,125558,149402,125558,149402,125750,196257
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),323476,397945,323476,625673,323476,625673,323476,625673,323476,625673,323476,625673
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,133978,233574,133978,277952,133978,277952,133978,277952,133978,277952,133978,352131
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),19490,34685,19490,34685,19490,34685,19490,34685,19490,34685,19490,34685
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,5508,12921,5508,16479,5508,16479,5508,16479,5508,16479,12921,16479
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5613,5700,5844,5960,5960,6087,5960,6087,5960,6087,6087,6169
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16695,16695,20312,20312,20312,20312,20312,20312,20312,20312,21114,21114
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10602,11245,12139,12241,12241,12304,12241,12304,12241,12304,12273,12722
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,777,777,1001,1001,1157,1157,1157,1157,1157,1157,1157,1157
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),51261,51368,51368,52498,53715,54139,53715,54139,53715,54139,54139,58102
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,30444,36764,30444,40587,36357,42422,36357,42422,36357,42422,36357,42695
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8548,8548,9455,9455,9455,9455,9455,9455,9455,9455,9455,9455
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5100,5939,6060,6664,6060,6664,6060,6664,6060,6664,6060,6664
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2313,2353,2724,2766,2724,2827,2724,2827,2724,2827,2724,2827
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,149402,190210,149402,190210,190210,253154,257454,290705,260824,309996,260824,380783
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),625673,632369,640722,652566,652566,738493,652566,738493,652566,738493,652566,738493
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,234181,288637,262448,392387,262448,440057,262448,520954,262448,521309,262448,529893
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,16298,24039,20153,20153,20153,20153,20153,20153,20153,20153,20153,20153
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6791,7008,7008,7078,7078,7189,7078,7189,7189,7266,7682,8051
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),19768,19768,23704,23704,23704,23704,23704,23704,23704,23704,26647,26647
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,14187,14492,14956,15690,15602,15956,15602,16171,15602,16171,16171,17549
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,1157,1157,1528,1528,,,,,,,,
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),57357,60757,64296,65033,65033,67137,65033,67137,65033,67137,70916,72273
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,21461,42976,42927,47065,42927,50092,42927,50092,42927,50543,49226,52716
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2037,2037,3364,3364,3757,3757,3757,3757,3757,3757,3757,3757
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9724,9724,11042,11042,11042,11042,11042,11042,11042,11042,11042,11042
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7125,7268,7379,8012,7379,8012,7379,8012,7379,8012,7379,8159
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2518,2518,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),800138,800138,,,,,,,,,,
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,888104,937704,1274910.0,1274910.0,,,,,,,,
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7628,7628,8131,8131,8272,8272,8272,8272,8272,8272,8951,8951
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),22196,22196,23774,23774,25078,25078,25078,25078,25078,25078,25078,25078
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),53113,53113,63480,63480,63480,63480,63480,63480,64465,64465,67414,67414
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,39069,39552,39552,53298,39552,53298,39552,53298,39552,53298,53441,57895
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),381812,513914,381812,535246,381812,626254,381812,626254,381812,626254,381812,626254
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,364422,418215,400777,548694,400777,548694,400777,548694,400777,548694,400777,548694
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,7628,8689,12416,12451,14954,15184,14954,16069,14954,17565,14954,17565
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),9386,9386,10158,10158,10158,10158,10554,10554,10832,10832,11131,11131
