exam_type,year,seat_type,college_code,college_name,course_name,category,closing_rank_r1,closing_rank_r2,closing_rank_r3
KCET,2025,ROK,E139,"Impact College of Engineering & Applied Sciences, Bangalore KODIGEHALLI,SAHAKARANAGAR SOUTH BANGALORE",ELECTRONICS AND COMMUNICATION ENGG,STG,230965,,
KCET,2025,ROK,E139,"Impact College of Engineering & Applied Sciences, Bangalore KODIGEHALLI,SAHAKARANAGAR SOUTH BANGALORE",MECHANICAL ENGINEERING,1G,162469,,
KCET,2025,ROK,E139,"Impact College of Engineering & Applied Sciences, Bangalore KODIGEHALLI,SAHAKARANAGAR SOUTH BANGALORE",MECHANICAL ENGINEERING,2AG,167448,,
KCET,2025,ROK,E139,"Impact College of Engineering & Applied Sciences, Bangalore KODIGEHALLI,SAHAKARANAGAR SOUTH BANGALORE",MECHANICAL ENGINEERING,2BG,141141,,
KCET,2025,ROK,E139,"Impact College of Engineering & Applied Sciences, Bangalore KODIGEHALLI,SAHAKARANAGAR SOUTH BANGALORE",MECHANICAL ENGINEERING,GM,130223,209734,
KCET,2025,ROK,E139,"Impact College of Engineering & Applied Sciences, Bangalore KODIGEHALLI,SAHAKARANAGAR SOUTH BANGALORE",MECHANICAL ENGINEERING,GMK,168995,,
KCET,2025,ROK,E139,"Impact College of Engineering & Applied Sciences, Bangalore KODIGEHALLI,SAHAKARANAGAR SOUTH BANGALORE",MECHANICAL ENGINEERING,GMR,165688,,
KCET,2025,ROK,E139,"Impact College of Engineering & Applied Sciences, Bangalore KODIGEHALLI,SAHAKARANAGAR SOUTH BANGALORE",MECHANICAL ENGINEERING,SCG,209220,,
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),1G,8414,11283,12789.5
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),1R,11283,15301,15301
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),2AG,9107,10159,10926
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),2AK,18222,18222,18222
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),2AR,10301.5,12439,19939
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),2BG,12620,12620,15153
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),2BR,22090,22090,22090
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),3AG,5481,8583,8739
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),3AK,16141,16141,16141
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),3AR,9091,9370,14470
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),3BG,6356,7142,9792
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),3BR,9039,10254,11571
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),GM,4217,6043,7283
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),GMK,14355,14355,14355
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),GMR,8534,9186,9370
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),SCG,36908.5,37466,37935
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),SCK,64265,64265,64265
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),SCR,41921,41921,41921
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),STG,38578,37293,42585
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),STR,42585,42585,62039
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,1G,8075,11513,11923
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,1R,12411,13949,15474
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,2AG,8696.5,8988,10921
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,2AK,16860,17362,17362
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,2AR,9684,11627,18572
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,2BG,12436,13633,14841
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,2BK,40712,40712,40712
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,2BR,17574,17574,17574
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,3AG,4912,7782,8352
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,3AR,8491,9697,11359
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,3BG,5883,6508,8777
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,3BK,15052,15052,15052
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,3BR,8867,9728,13722
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,GM,3588,5084,6056
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,GMK,14064,14942,14942
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,GMR,7957,8839,10254
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,SCG,37466,39249,39249
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,SCK,54924,54924,54924
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,SCR,49318,50654.5,50654.5
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,STG,40804,41486,45139
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,STK,45139,45139,88760
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN COMPUTER SCIENCE AND ENGINEERING,STR,51653,51903,64395
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,1G,9182,11923,12098
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,1K,25464,30262,30262
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,2AG,11429.5,12103,12285
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,2AR,11573,14796,20556.5
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,2BG,13998,20894,23280
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,2BR,32201,55284,59317
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,3AG,5745,8798,8941
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,3AR,11227,13408,15516
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,3BG,6481,7160,12590
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,GM,4400,6107.5,7486
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,GMK,17212,21899,21899
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,GMR,10606,13003,14796
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,SCG,42089,56506,56506
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,SCK,69462,85597,85597
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,SCR,52162,87704,87704
KCET,2025,ROK,E141,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,STG,50002,54332,54332
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,2AG,71040,90860,121838
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,2AR,72475,131675,131675
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,2BG,83755,86569,86569
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,3AG,53345,61650.5,81535
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,3AK,61650.5,64340,170771
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,3BG,51619,60872,88884
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,GM,48897,58713,81007
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,GMR,53767,61032,84924
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,SCG,111866,143201.5,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,STG,106493,106493,106493
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",CIVIL ENGINEERING,1G,187475,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",CIVIL ENGINEERING,2AG,203849,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",CIVIL ENGINEERING,2AR,245317,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",CIVIL ENGINEERING,2BG,176664,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",CIVIL ENGINEERING,3AG,165674,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",CIVIL ENGINEERING,3BG,174905,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",CIVIL ENGINEERING,GM,163338,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",CIVIL ENGINEERING,GMR,180532,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",CIVIL ENGINEERING,SCG,195141,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",CIVIL ENGINEERING,SCR,217876,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",CIVIL ENGINEERING,STG,214003,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,1G,79467,99482,226051
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,1R,97969,107573,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,2AG,81879,114230,198138
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,2AK,83589,249801,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,2AR,86956,153605,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,2BG,85680,117947,106184
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,2BR,108078,144935,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,3AG,63508,80726,138851
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,3AR,65613.5,88338,155095
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,3BG,66138,91144,193576
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,3BR,75198,92964,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,GM,58085.75,78081,99706
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,GMK,75971,83554,137675
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,GMR,63676,87093,134893
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,SCG,168809,258679,257721.5
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,SCK,200982,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,SCR,188971,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,STG,157565,218036,218036
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,STK,186508,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",COMPUTER SCIENCE AND ENGINEERING,STR,207999,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ELECTRONICS AND COMMUNICATION ENGG,1G,99482,126276,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ELECTRONICS AND COMMUNICATION ENGG,2AG,96680,198138,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ELECTRONICS AND COMMUNICATION ENGG,2AK,131675,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ELECTRONICS AND COMMUNICATION ENGG,2AR,105940,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ELECTRONICS AND COMMUNICATION ENGG,2BG,102840,,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ELECTRONICS AND COMMUNICATION ENGG,3AG,74910,114366,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ELECTRONICS AND COMMUNICATION ENGG,3BG,84463,132539,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ELECTRONICS AND COMMUNICATION ENGG,3BR,92964,169400,
KCET,2025,ROK,E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",ELECTRONICS AND COMMUNICATION ENGG,GM,72239,112789,224878
